"gisjoin","year","boundary_year","area_name","source_area_name","state_name","state_code","county_name","county_code","population_total","population_reference_year","church_or_edifice_count","church_count_basis","church_seating_count","church_seating_per_100_population","churches_or_edifices_per_10000_residents","church_property_value","member_count","members_per_100_population","land_area_sq_km","quality_flag"
"G3200190",1870,1870,"Lyon, Nevada","Lyon","Nevada","320","Lyon","0190",1837,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",300,16.331,5.4437,3000,,,2580.38,"wave_coverage_differs"
"G2600970",1870,1870,"Mackinac, Michigan","Mackinac","Michigan","260","Mackinac","0970",1716,1870,3,"total religious edifices from NHGIS table NT44 (AK8001)",750,43.7063,17.4825,4700,,,3220.29,"wave_coverage_differs"
"G2600990",1870,1870,"Macomb, Michigan","Macomb","Michigan","260","Macomb","0990",27616,1870,40,"total religious edifices from NHGIS table NT44 (AK8001)",11025,39.9225,14.4844,124000,,,1253.73,"wave_coverage_differs"
"G0100870",1870,1870,"Macon, Alabama","Macon","Alabama","010","Macon","0870",17727,1870,37,"total religious edifices from NHGIS table NT44 (AK8001)",9310,52.5188,20.8721,77525,,,1583.35,"wave_coverage_differs"
"G1301930",1870,1870,"Macon, Georgia","Macon","Georgia","130","Macon","1930",11458,1870,27,"total religious edifices from NHGIS table NT44 (AK8001)",5350,46.6923,23.5643,7400,,,835.05,"wave_coverage_differs"
"G1701150",1870,1870,"Macon, Illinois","Macon","Illinois","170","Macon","1150",26481,1870,45,"total religious edifices from NHGIS table NT44 (AK8001)",15225,57.4941,16.9933,250600,,,1517.38,"wave_coverage_differs"
"G2901210",1870,1870,"Macon, Missouri","Macon","Missouri","290","Macon","1210",23230,1870,35,"total religious edifices from NHGIS table NT44 (AK8001)",11600,49.9354,15.0667,95700,,,2104.02,"wave_coverage_differs"
"G3701130",1870,1870,"Macon, North Carolina","Macon","North Carolina","370","Macon","1130",6615,1870,20,"total religious edifices from NHGIS table NT44 (AK8001)",5500,83.1444,30.2343,18500,,,2123.42,"wave_coverage_differs"
"G4701110",1870,1870,"Macon, Tennessee","Macon","Tennessee","470","Macon","1110",6633,1870,22,"total religious edifices from NHGIS table NT44 (AK8001)",3200,48.2436,33.1675,19000,,,820.02,"wave_coverage_differs"
"G1701170",1870,1870,"Macoupin, Illinois","Macoupin","Illinois","170","Macoupin","1170",32726,1870,75,"total religious edifices from NHGIS table NT44 (AK8001)",22753,69.5258,22.9176,268962,,,2247.2,"wave_coverage_differs"
"G0100890",1870,1870,"Madison, Alabama","Madison","Alabama","010","Madison","0890",31267,1870,26,"total religious edifices from NHGIS table NT44 (AK8001)",19200,61.4066,8.3155,87000,,,2104.95,"wave_coverage_differs"
"G0500870",1870,1870,"Madison, Arkansas","Madison","Arkansas","050","Madison","0870",8231,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",4650,56.4937,29.1581,7300,,,2170.02,"wave_coverage_differs"
"G1200790",1870,1870,"Madison, Florida","Madison","Florida","120","Madison","0790",11121,1870,11,"total religious edifices from NHGIS table NT44 (AK8001)",1700,15.2864,9.8912,9000,,,1858.29,"wave_coverage_differs"
"G1301950",1870,1870,"Madison, Georgia","Madison","Georgia","130","Madison","1950",5227,1870,16,"total religious edifices from NHGIS table NT44 (AK8001)",4600,88.0046,30.6103,7900,,,739.63,"wave_coverage_differs"
"G1701190",1870,1870,"Madison, Illinois","Madison","Illinois","170","Madison","1190",44131,1870,68,"total religious edifices from NHGIS table NT44 (AK8001)",23770,53.8624,15.4087,385400,,,1917.87,"wave_coverage_differs"
"G1800950",1870,1870,"Madison, Indiana","Madison","Indiana","180","Madison","0950",22770,1870,41,"total religious edifices from NHGIS table NT44 (AK8001)",13300,58.4102,18.0061,140000,,,1173.02,"wave_coverage_differs"
"G1901210",1870,1870,"Madison, Iowa","Madison","Iowa","190","Madison","1210",13884,1870,17,"total religious edifices from NHGIS table NT44 (AK8001)",4250,30.6108,12.2443,30900,,,1455.98,"wave_coverage_differs"
"G2101510",1870,1870,"Madison, Kentucky","Madison","Kentucky","210","Madison","1510",19543,1870,33,"total religious edifices from NHGIS table NT44 (AK8001)",10100,51.6809,16.8858,59500,,,1147.7,"wave_coverage_differs"
"G2200650",1870,1870,"Madison, Louisiana","Madison","Louisiana","220","Madison","0650",8600,1870,9,"total religious edifices from NHGIS table NT44 (AK8001)",1050,12.2093,10.4651,3000,,,1685.83,"wave_coverage_differs"
"G2800890",1870,1870,"Madison, Mississippi","Madison","Mississippi","280","Madison","0890",20948,1870,48,"total religious edifices from NHGIS table NT44 (AK8001)",12550,59.9103,22.9139,102950,,,1922.03,"wave_coverage_differs"
"G2901230",1870,1870,"Madison, Missouri","Madison","Missouri","290","Madison","1230",5849,1870,19,"total religious edifices from NHGIS table NT44 (AK8001)",3950,67.5329,32.4842,14600,,,1288.37,"wave_coverage_differs"
"G3050195",1870,1870,"Madison, Montana Territory","Madison","Montana Territory","305","Madison","0195",2684,1870,3,"total religious edifices from NHGIS table NT44 (AK8001)",1700,63.3383,11.1773,7000,,,11425.27,"wave_coverage_differs"
"G3101190",1870,1870,"Madison, Nebraska","Madison","Nebraska","310","Madison","1190",1133,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,1490.41,"wave_coverage_differs"
"G3600530",1870,1870,"Madison, New York","Madison","New York","360","Madison","0530",43522,1870,94,"total religious edifices from NHGIS table NT44 (AK8001)",35125,80.7063,21.5983,293250,,,1712.71,"wave_coverage_differs"
"G3701150",1870,1870,"Madison, North Carolina","Madison","North Carolina","370","Madison","1150",8192,1870,17,"total religious edifices from NHGIS table NT44 (AK8001)",3650,44.5557,20.752,3400,,,1169.44,"wave_coverage_differs"
"G3900970",1870,1870,"Madison, Ohio","Madison","Ohio","390","Madison","0970",15633,1870,43,"total religious edifices from NHGIS table NT44 (AK8001)",11900,76.121,27.5059,115000,,,1210.36,"wave_coverage_differs"
"G4701130",1870,1870,"Madison, Tennessee","Madison","Tennessee","470","Madison","1130",23480,1870,40,"total religious edifices from NHGIS table NT44 (AK8001)",13200,56.2181,17.0358,86500,,,1701.98,"wave_coverage_differs"
"G4803130",1870,1870,"Madison, Texas","Madison","Texas","480","Madison","3130",4061,1870,3,"total religious edifices from NHGIS table NT44 (AK8001)",1100,27.0869,7.3873,1700,,,1223.57,"wave_coverage_differs"
"G5101130",1870,1870,"Madison, Virginia","Madison","Virginia","510","Madison","1130",8670,1870,23,"total religious edifices from NHGIS table NT44 (AK8001)",5850,67.474,26.5283,24300,,,833.65,"wave_coverage_differs"
"G2101530",1870,1870,"Magoffin, Kentucky","Magoffin","Kentucky","210","Magoffin","1530",4684,1870,4,"total religious edifices from NHGIS table NT44 (AK8001)",275,5.8711,8.5397,675,,,801.33,"wave_coverage_differs"
"G1901230",1870,1870,"Mahaska, Iowa","Mahaska","Iowa","190","Mahaska","1230",22508,1870,36,"total religious edifices from NHGIS table NT44 (AK8001)",14114,62.7066,15.9943,138540,,,1485.1,"wave_coverage_differs"
"G3900990",1870,1870,"Mahoning, Ohio","Mahoning","Ohio","390","Mahoning","0990",31001,1870,76,"total religious edifices from NHGIS table NT44 (AK8001)",23250,74.9976,24.5153,244000,,,1099.66,"wave_coverage_differs"
"G1200810",1870,1870,"Manatee, Florida","Manatee","Florida","120","Manatee","0810",1931,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",800,41.4293,41.4293,2000,,,11421.95,"wave_coverage_differs"
"G2601010",1870,1870,"Manistee, Michigan","Manistee","Michigan","260","Manistee","1010",6074,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",2000,32.9272,9.8782,37000,,,1443.02,"wave_coverage_differs"
"G2601015",1870,1870,"Manitou, Michigan","Manitou","Michigan","260","Manitou","1015",891,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",150,16.835,11.2233,1000,,,194.19,"wave_coverage_differs"
"G5500710",1870,1870,"Manitowoc, Wisconsin","Manitowoc","Wisconsin","550","Manitowoc","0710",33364,1870,38,"total religious edifices from NHGIS table NT44 (AK8001)",12550,37.6154,11.3895,134170,,,1542.39,"wave_coverage_differs"
"G5500730",1870,1870,"Marathon, Wisconsin","Marathon","Wisconsin","550","Marathon","0730",5885,1870,4,"total religious edifices from NHGIS table NT44 (AK8001)",800,13.5939,6.7969,1650,,,15477.91,"wave_coverage_differs"
"G0100910",1870,1870,"Marengo, Alabama","Marengo","Alabama","010","Marengo","0910",26151,1870,30,"total religious edifices from NHGIS table NT44 (AK8001)",11250,43.0194,11.4718,44200,,,2545.13,"wave_coverage_differs"
"G2901250",1870,1870,"Maries, Missouri","Maries","Missouri","290","Maries","1250",5916,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",1300,21.9743,8.4517,4800,,,1372.52,"wave_coverage_differs"
"G0600410",1870,1870,"Marin, California","Marin","California","060","Marin","0410",6903,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",1150,16.6594,8.6919,32300,,,1366.01,"wave_coverage_differs"
"G0100930",1870,1870,"Marion, Alabama","Marion","Alabama","010","Marion","0930",6059,1870,36,"total religious edifices from NHGIS table NT44 (AK8001)",7300,120.4819,59.4157,5000,,,1925.83,"wave_coverage_differs"
"G0500890",1870,1870,"Marion, Arkansas","Marion","Arkansas","050","Marion","0890",3979,1870,4,"total religious edifices from NHGIS table NT44 (AK8001)",600,15.0792,10.0528,1800,,,1705.69,"wave_coverage_differs"
"G1200830",1870,1870,"Marion, Florida","Marion","Florida","120","Marion","0830",10804,1870,20,"total religious edifices from NHGIS table NT44 (AK8001)",8200,75.8978,18.5117,10100,,,4748.54,"wave_coverage_differs"
"G1301970",1870,1870,"Marion, Georgia","Marion","Georgia","130","Marion","1970",8000,1870,19,"total religious edifices from NHGIS table NT44 (AK8001)",4850,60.625,23.75,14000,,,957.73,"wave_coverage_differs"
"G1701210",1870,1870,"Marion, Illinois","Marion","Illinois","170","Marion","1210",20622,1870,37,"total religious edifices from NHGIS table NT44 (AK8001)",12404,60.1494,17.942,68100,,,1491.91,"wave_coverage_differs"
"G1800970",1870,1870,"Marion, Indiana","Marion","Indiana","180","Marion","0970",71939,1870,91,"total religious edifices from NHGIS table NT44 (AK8001)",34325,47.714,12.6496,1705550,,,1043.78,"wave_coverage_differs"
"G1901250",1870,1870,"Marion, Iowa","Marion","Iowa","190","Marion","1250",24436,1870,31,"total religious edifices from NHGIS table NT44 (AK8001)",7350,30.0786,12.6862,74525,,,1477.6,"wave_coverage_differs"
"G2001150",1870,1870,"Marion, Kansas","Marion","Kansas","200","Marion","1150",768,1870,0,"total religious edifices from NHGIS table NT44 (AK8001)",0,0,0,0,,,2657.12,"wave_coverage_differs"
"G2101550",1870,1870,"Marion, Kentucky","Marion","Kentucky","210","Marion","1550",12838,1870,33,"total religious edifices from NHGIS table NT44 (AK8001)",17200,133.9773,25.7049,82750,,,898.01,"wave_coverage_differs"
"G2800910",1870,1870,"Marion, Mississippi","Marion","Mississippi","280","Marion","0910",4211,1870,10,"total religious edifices from NHGIS table NT44 (AK8001)",3000,71.242,23.7473,1950,,,3812.35,"wave_coverage_differs"
"G2901270",1870,1870,"Marion, Missouri","Marion","Missouri","290","Marion","1270",23780,1870,41,"total religious edifices from NHGIS table NT44 (AK8001)",12100,50.8831,17.2414,141000,,,1150.33,"wave_coverage_differs"
"G3901010",1870,1870,"Marion, Ohio","Marion","Ohio","390","Marion","1010",16184,1870,60,"total religious edifices from NHGIS table NT44 (AK8001)",17250,106.5868,37.0737,138200,,,1046.64,"wave_coverage_differs"
"G4100470",1870,1870,"Marion, Oregon","Marion","Oregon","410","Marion","0470",9965,1870,9,"total religious edifices from NHGIS table NT44 (AK8001)",2300,23.0808,9.0316,64200,,,3096.28,"wave_coverage_differs"
"G4500670",1870,1870,"Marion, South Carolina","Marion","South Carolina","450","Marion","0670",22160,1870,45,"total religious edifices from NHGIS table NT44 (AK8001)",9050,40.8394,20.3069,38100,,,3169.23,"wave_coverage_differs"
"G4701150",1870,1870,"Marion, Tennessee","Marion","Tennessee","470","Marion","1150",6841,1870,63,"total religious edifices from NHGIS table NT44 (AK8001)",7175,104.8823,92.0918,25000,,,1326.94,"wave_coverage_differs"
"G4803150",1870,1870,"Marion, Texas","Marion","Texas","480","Marion","3150",8562,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",400,4.6718,2.3359,1050,,,838.31,"wave_coverage_differs"
"G5400490",1870,1870,"Marion, West Virginia","Marion","West Virginia","540","Marion","0490",12107,1870,37,"total religious edifices from NHGIS table NT44 (AK8001)",10080,83.2576,30.5608,32400,,,806.83,"wave_coverage_differs"
"G0600430",1870,1870,"Mariposa, California","Mariposa","California","060","Mariposa","0430",4572,1870,3,"total religious edifices from NHGIS table NT44 (AK8001)",650,14.217,6.5617,2200,,,3704.74,"wave_coverage_differs"
"G4500690",1870,1870,"Marlboro, South Carolina","Marlboro","South Carolina","450","Marlboro","0690",11814,1870,23,"total religious edifices from NHGIS table NT44 (AK8001)",11800,99.8815,19.4684,27000,,,1256.85,"wave_coverage_differs"
"G2601030",1870,1870,"Marquette, Michigan","Marquette","Michigan","260","Marquette","1030",15033,1870,12,"total religious edifices from NHGIS table NT44 (AK8001)",5080,33.7923,7.9824,115500,,,8680.34,"wave_coverage_differs"
"G5500770",1870,1870,"Marquette, Wisconsin","Marquette","Wisconsin","550","Marquette","0770",8056,1870,25,"total religious edifices from NHGIS table NT44 (AK8001)",4125,51.2041,31.0328,33100,,,1202.54,"wave_coverage_differs"
"G0100950",1870,1870,"Marshall, Alabama","Marshall","Alabama","010","Marshall","0950",9871,1870,21,"total religious edifices from NHGIS table NT44 (AK8001)",3400,34.4443,21.2744,2400,,,1630.17,"wave_coverage_differs"
"G1701230",1870,1870,"Marshall, Illinois","Marshall","Illinois","170","Marshall","1230",16956,1870,33,"total religious edifices from NHGIS table NT44 (AK8001)",10415,61.4237,19.4621,125500,,,1032.16,"wave_coverage_differs"
"G1800990",1870,1870,"Marshall, Indiana","Marshall","Indiana","180","Marshall","0990",20211,1870,37,"total religious edifices from NHGIS table NT44 (AK8001)",9250,45.7672,18.3069,77500,,,1164.83,"wave_coverage_differs"
"G1901270",1870,1870,"Marshall, Iowa","Marshall","Iowa","190","Marshall","1270",17576,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",8400,47.7924,13.655,105152,,,1484.57,"wave_coverage_differs"
"G2001170",1870,1870,"Marshall, Kansas","Marshall","Kansas","200","Marshall","1170",6901,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",2000,28.9813,7.2453,7800,,,2344.23,"wave_coverage_differs"
"G2101570",1870,1870,"Marshall, Kentucky","Marshall","Kentucky","210","Marshall","1570",9455,1870,40,"total religious edifices from NHGIS table NT44 (AK8001)",2300,24.3258,42.3057,15000,,,881.18,"wave_coverage_differs"
"G2800930",1870,1870,"Marshall, Mississippi","Marshall","Mississippi","280","Marshall","0930",29416,1870,67,"total religious edifices from NHGIS table NT44 (AK8001)",15150,51.5026,22.7767,90700,,,2210.7,"wave_coverage_differs"
"G4701170",1870,1870,"Marshall, Tennessee","Marshall","Tennessee","470","Marshall","1170",16207,1870,42,"total religious edifices from NHGIS table NT44 (AK8001)",11800,72.808,25.9147,66000,,,886.22,"wave_coverage_differs"
"G5400510",1870,1870,"Marshall, West Virginia","Marshall","West Virginia","540","Marshall","0510",14941,1870,13,"total religious edifices from NHGIS table NT44 (AK8001)",8300,55.5518,8.7009,22000,,,808.48,"wave_coverage_differs"
"G1801010",1870,1870,"Martin, Indiana","Martin","Indiana","180","Martin","1010",11103,1870,19,"total religious edifices from NHGIS table NT44 (AK8001)",5600,50.4368,17.1125,11950,,,881.79,"wave_coverage_differs"
"G2700910",1870,1870,"Martin, Minnesota","Martin","Minnesota","270","Martin","0910",3867,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,1889.6,"wave_coverage_differs"
"G3701170",1870,1870,"Martin, North Carolina","Martin","North Carolina","370","Martin","1170",9647,1870,16,"total religious edifices from NHGIS table NT44 (AK8001)",8000,82.9273,16.5855,7500,,,1195.41,"wave_coverage_differs"
"G1701250",1870,1870,"Mason, Illinois","Mason","Illinois","170","Mason","1250",16184,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",8855,54.7145,14.8295,79100,,,1459.36,"wave_coverage_differs"
"G2101610",1870,1870,"Mason, Kentucky","Mason","Kentucky","210","Mason","1610",18126,1870,45,"total religious edifices from NHGIS table NT44 (AK8001)",15300,84.4091,24.8262,84400,,,638.76,"wave_coverage_differs"
"G2601050",1870,1870,"Mason, Michigan","Mason","Michigan","260","Mason","1050",3263,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",675,20.6865,15.3233,9000,,,1321.77,"wave_coverage_differs"
"G4803190",1870,1870,"Mason, Texas","Mason","Texas","480","Mason","3190",678,1870,0,"total religious edifices from NHGIS table NT44 (AK8001)",0,0,0,0,,,2414.42,"wave_coverage_differs"
"G5350235",1870,1870,"Mason, Washington Territory","Mason","Washington Territory","535","Mason","0235",289,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,2074.98,"wave_coverage_differs"
"G5400530",1870,1870,"Mason, West Virginia","Mason","West Virginia","540","Mason","0530",15978,1870,29,"total religious edifices from NHGIS table NT44 (AK8001)",7400,46.3137,18.15,50500,,,1151.79,"wave_coverage_differs"
"G1701270",1870,1870,"Massac, Illinois","Massac","Illinois","170","Massac","1270",9581,1870,14,"total religious edifices from NHGIS table NT44 (AK8001)",3525,36.7916,14.6123,13000,,,626.32,"wave_coverage_differs"
"G4803210",1870,1870,"Matagorda, Texas","Matagorda","Texas","480","Matagorda","3210",3377,1870,4,"total religious edifices from NHGIS table NT44 (AK8001)",1000,29.6121,11.8448,10000,,,2958.56,"wave_coverage_differs"
"G5101150",1870,1870,"Matthews, Virginia","Matthews","Virginia","510","Mathews","1150",6200,1870,9,"total religious edifices from NHGIS table NT44 (AK8001)",4200,67.7419,14.5161,10500,,,222.83,"wave_coverage_differs"
"G4701190",1870,1870,"Maury, Tennessee","Maury","Tennessee","470","Maury","1190",36289,1870,50,"total religious edifices from NHGIS table NT44 (AK8001)",15000,41.3348,13.7783,130300,,,1590.39,"wave_coverage_differs"
"G4803230",1870,1870,"Maverick, Texas","Maverick","Texas","480","Maverick","3230",1951,1870,0,"total religious edifices from NHGIS table NT44 (AK8001)",0,0,0,0,,,3345.71,"wave_coverage_differs"
"G2101450",1870,1870,"Mccracken, Kentucky","Mccracken","Kentucky","210","McCracken","1450",13988,1870,20,"total religious edifices from NHGIS table NT44 (AK8001)",6000,42.8939,14.298,163500,,,694.6,"wave_coverage_differs"
"G4803070",1870,1870,"Mcculloch, Texas","Mcculloch","Texas","480","McCulloch","3070",173,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,2780.07,"wave_coverage_differs"
"G2901190",1870,1870,"Mcdonald, Missouri","Mcdonald","Missouri","290","McDonald","1190",5226,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",2400,45.9242,11.4811,6500,,,1247.06,"wave_coverage_differs"
"G1701090",1870,1870,"Mcdonough, Illinois","Mcdonough","Illinois","170","McDonough","1090",26509,1870,67,"total religious edifices from NHGIS table NT44 (AK8001)",20995,79.1995,25.2744,227100,,,1528.58,"wave_coverage_differs"
"G3701110",1870,1870,"Mcdowell, North Carolina","Mcdowell","North Carolina","370","McDowell","1110",7592,1870,30,"total religious edifices from NHGIS table NT44 (AK8001)",6000,79.0306,39.5153,12500,,,1268.06,"wave_coverage_differs"
"G5400470",1870,1870,"McDowell, West Virginia","Mcdowell","West Virginia","540","McDowell","0470",1952,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",800,40.9836,40.9836,800,,,1385.38,"wave_coverage_differs"
"G1701110",1870,1870,"Mchenry, Illinois","Mchenry","Illinois","170","McHenry","1110",23762,1870,41,"total religious edifices from NHGIS table NT44 (AK8001)",13829,58.198,17.2544,206750,,,1582.04,"wave_coverage_differs"
"G1301910",1870,1870,"Mcintosh, Georgia","Mcintosh","Georgia","130","McIntosh","1910",4491,1870,7,"total religious edifices from NHGIS table NT44 (AK8001)",3600,80.1603,15.5867,13700,,,1791.64,"wave_coverage_differs"
"G4200830",1870,1870,"Mckean, Pennsylvania","Mckean","Pennsylvania","420","McKean","0830",8825,1870,7,"total religious edifices from NHGIS table NT44 (AK8001)",2900,32.8612,7.932,26800,,,2548.98,"wave_coverage_differs"
